ID	Entrez GeneID	Symbol	Name
LOC728400		LOC728400	
LOC728405		LOC728405	
LOC728407	728407	LOC728407	poly (ADP-ribose) glycohydrolase pseudogene
LOC728431	728431	LOC728431	Uncharacterized LOC728431
LOC728437		LOC728437	
LOC728463	728463	LOC728463	Uncharacterized LOC728463
LOC728537	728537	LOC728537	Uncharacterized LOC728537
LOC728554	728554	LOC728554	THO complex 3 pseudogene
LOC728558		LOC728558	
LOC728606	728606	LOC728606	Uncharacterized LOC728606
LOC728613	728613	LOC728613	Programmed cell death 6 pseudogene
LOC728640		LOC728640	
LOC728643		LOC728643	
LOC728716	728716	LOC728716	Uncharacterized LOC728716
LOC728723		LOC728723	
LOC728724	728724	LOC728724	HCG1814486
LOC728730	728730	LOC728730	Uncharacterized LOC728730
LOC728739	728739	LOC728739	Programmed cell death 2 pseudogene
LOC728743	728743	LOC728743	Zinc finger protein pseudogene
LOC728752	728752	LOC728752	Uncharacterized LOC728752
LOC728758		LOC728758	
LOC728819	728819	LOC728819	HCG1645220
LOC728855		LOC728855	
LOC728875		LOC728875	
LOC728978		LOC728978	
LOC728989	728989	LOC728989	Phosphodiesterase 4D interacting protein pseudogene
LOC729013	729013	LOC729013	Uncharacterized LOC729013
LOC729020	729020	LOC729020	RcRPE
LOC729041	729041	LOC729041	Fatty acid amide hydrolase pseudogene
LOC729059	729059	LOC729059	Uncharacterized LOC729059
LOC729080	729080	LOC729080	Glycine cleavage system protein H (aminomethyl carrier) pseudogene
LOC729121	729121	LOC729121	Uncharacterized LOC729121
LOC729156		LOC729156	
LOC729176	729176	LOC729176	Katanin p80 subunit B-like 1 pseudogene
LOC729177	729177	LOC729177	Uncharacterized LOC729177
LOC729178		LOC729178	
LOC729234		LOC729234	
LOC729264		LOC729264	
LOC729444	729444	LOC729444	uncharacterized LOC729444
LOC729506	729506	LOC729506	Uncharacterized LOC729506
LOC729513		LOC729513	
LOC729603	729603	LOC729603	Calcium binding protein P22 pseudogene
LOC729609	729609	LOC729609	Uncharacterized LOC729609
LOC729668		LOC729668	
LOC729678		LOC729678	
LOC729683	729683	LOC729683	Uncharacterized LOC729683
LOC729737	729737	LOC729737	Uncharacterized LOC729737
LOC729739	729739	LOC729739	Peptidylprolyl isomerase A (cyclophilin A) pseudogene
LOC729799		LOC729799	
LOC729852	729852	LOC729852	Uncharacterized LOC729852
LOC729862		LOC729862	
LOC729911	729911	LOC729911	Uncharacterized LOC729911
LOC729950	729950	LOC729950	Uncharacterized LOC729950
LOC729966	729966	LOC729966	Uncharacterized LOC729966
LOC729970	729970	LOC729970	HCG2028352-like
LOC729987	729987	LOC729987	Uncharacterized LOC729987
LOC730091	730091	LOC730091	Uncharacterized LOC730091
LOC730101	730101	LOC730101	Uncharacterized LOC730101
LOC730102	730102	LOC730102	Quinone oxidoreductase-like protein 2 pseudogene
LOC730159	730159	LOC730159	Uncharacterized LOC730159
LOC730227	730227	LOC730227	Uncharacterized LOC730227
LOC730441	730441	LOC730441	Trypsin X3 pseudogene
LOC730668	730668	LOC730668	Dynein heavy chain -like pseudogene
LOC730755		LOC730755	
LOC730811	730811	LOC730811	Uncharacterized LOC730811
LOC731223	731223	LOC731223	Uncharacterized LOC731223
LOC731275		LOC731275	
LOC731424	731424	LOC731424	Uncharacterized LOC731424
LOC731779	731779	LOC731779	Uncharacterized LOC731779
LOC731789		LOC731789	
LOC732275	732275	LOC732275	Uncharacterized LOC732275
LOC79015	79015	LOC79015	Uncharacterized LOC79015
LOC80054		LOC80054	
LOC81691	81691	LOC81691	Exonuclease NEF-sp
LOC84856		LOC84856	
LOC84931	84931	LOC84931	Uncharacterized LOC84931
LOC84989		LOC84989	
LOC90246	90246	LOC90246	Uncharacterized LOC90246
LOC90499	90499	LOC90499	Uncharacterized LOC90499
LOC90784	90784	LOC90784	Uncharacterized LOC90784
LOC90834	90834	LOC90834	Uncharacterized protein BC001742
LOC91149		LOC91149	
LOC91450	91450	LOC91450	Uncharacterized LOC91450
LOC91948	91948	LOC91948	Uncharacterized LOC91948
LOC92249	92249	LOC92249	Uncharacterized LOC92249
LOC93432	93432	LOC93432	Maltase-glucoamylase (alpha-glucosidase) pseudogene
LOC93622	93622	LOC93622	Morf4 family associated protein 1-like 1 pseudogene
LOC96610	96610	LOC96610	"BMS1 homolog, ribosome assembly protein (yeast) pseudogene"
LOH12CR1	118426	LOH12CR1	"Loss of heterozygosity, 12, chromosomal region 1"
LOH12CR2	503693	LOH12CR2	"Loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)"
LONP1	9361	LONP1	"Lon peptidase 1, mitochondrial"
LONP2	83752	LONP2	"Lon peptidase 2, peroxisomal"
LONRF1	91694	LONRF1	LON peptidase N-terminal domain and ring finger 1
LONRF2	164832	LONRF2	LON peptidase N-terminal domain and ring finger 2
LONRF3	79836	LONRF3	LON peptidase N-terminal domain and ring finger 3
LOR	4014	LOR	Loricrin
LOX	4015	LOX	Lysyl oxidase
LOXHD1	125336	LOXHD1	Lipoxygenase homology domains 1
LOXL1	4016	LOXL1	Lysyl oxidase-like 1
LOXL2	4017	LOXL2	Lysyl oxidase-like 2
LOXL3	84695	LOXL3	Lysyl oxidase-like 3
LOXL4	84171	LOXL4	Lysyl oxidase-like 4
LPA	4018	LPA	"Lipoprotein, Lp(a)"
LPAL2	80350	LPAL2	"Lipoprotein, Lp(a)-like 2, pseudogene"
LPAR1	1902	LPAR1	Lysophosphatidic acid receptor 1
LPAR2	9170	LPAR2	Lysophosphatidic acid receptor 2
LPAR3	23566	LPAR3	Lysophosphatidic acid receptor 3
LPAR4	2846	LPAR4	Lysophosphatidic acid receptor 4
LPAR5	57121	LPAR5	Lysophosphatidic acid receptor 5
LPAR6	10161	LPAR6	Lysophosphatidic acid receptor 6
LPCAT1	79888	LPCAT1	Lysophosphatidylcholine acyltransferase 1
LPCAT2	54947	LPCAT2	Lysophosphatidylcholine acyltransferase 2
LPCAT3	10162	LPCAT3	Lysophosphatidylcholine acyltransferase 3
LPCAT4	254531	LPCAT4	Lysophosphatidylcholine acyltransferase 4
LPGAT1	9926	LPGAT1	Lysophosphatidylglycerol acyltransferase 1
LPHN1	22859	LPHN1	Latrophilin 1
LPHN2	23266	LPHN2	Latrophilin 2
LPHN3	23284	LPHN3	Latrophilin 3
LPIN1	23175	LPIN1	Lipin 1
LPIN2	9663	LPIN2	Lipin 2
LPIN3	64900	LPIN3	Lipin 3
LPL	4023	LPL	Lipoprotein lipase
LPO	4025	LPO	Lactoperoxidase
LPP	4026	LPP	LIM domain containing preferred translocation partner in lipoma
LPP-AS2	339929	LPP-AS2	LPP antisense RNA 2
LPPR1	54886	LPPR1	Lipid phosphate phosphatase-related protein type 1
LPPR2	64748	LPPR2	Lipid phosphate phosphatase-related protein type 2
LPPR3	79948	LPPR3	Lipid phosphate phosphatase-related protein type 3
LPPR4	9890	LPPR4	Lipid phosphate phosphatase-related protein type 4
LPPR5	163404	LPPR5	Lipid phosphate phosphatase-related protein type 5
LPXN	9404	LPXN	Leupaxin
LRAT	9227	LRAT	Lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
LRBA	987	LRBA	"LPS-responsive vesicle trafficking, beach and anchor containing"
LRCH1	23143	LRCH1	Leucine-rich repeats and calponin homology (CH) domain containing 1
LRCH2	57631	LRCH2	Leucine-rich repeats and calponin homology (CH) domain containing 2
LRCH3	84859	LRCH3	Leucine-rich repeats and calponin homology (CH) domain containing 3
LRCH4	4034	LRCH4	Leucine-rich repeats and calponin homology (CH) domain containing 4
LRFN1	57622	LRFN1	Leucine rich repeat and fibronectin type III domain containing 1
LRFN2	57497	LRFN2	Leucine rich repeat and fibronectin type III domain containing 2
LRFN3	79414	LRFN3	Leucine rich repeat and fibronectin type III domain containing 3
LRFN4	78999	LRFN4	Leucine rich repeat and fibronectin type III domain containing 4
LRFN5	145581	LRFN5	Leucine rich repeat and fibronectin type III domain containing 5
LRG1	116844	LRG1	Leucine-rich alpha-2-glycoprotein 1
LRGUK	136332	LRGUK	Leucine-rich repeats and guanylate kinase domain containing
LRIF1	55791	LRIF1	Ligand dependent nuclear receptor interacting factor 1
LRIG1	26018	LRIG1	Leucine-rich repeats and immunoglobulin-like domains 1
LRIG2	9860	LRIG2	Leucine-rich repeats and immunoglobulin-like domains 2
LRIG3	121227	LRIG3	Leucine-rich repeats and immunoglobulin-like domains 3
LRIT1	26103	LRIT1	"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 1"
LRIT2	340745	LRIT2	"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 2"
LRIT3	345193	LRIT3	"Leucine-rich repeat, immunoglobulin-like and transmembrane domains 3"
LRMP	4033	LRMP	Lymphoid-restricted membrane protein
LRP1	4035	LRP1	Low density lipoprotein receptor-related protein 1
LRP10	26020	LRP10	Low density lipoprotein receptor-related protein 10
LRP11	84918	LRP11	Low density lipoprotein receptor-related protein 11
LRP12	29967	LRP12	Low density lipoprotein receptor-related protein 12
LRP1B	53353	LRP1B	Low density lipoprotein receptor-related protein 1B
LRP2	4036	LRP2	Low density lipoprotein receptor-related protein 2
LRP2BP	55805	LRP2BP	LRP2 binding protein
LRP3	4037	LRP3	Low density lipoprotein receptor-related protein 3
LRP4	4038	LRP4	Low density lipoprotein receptor-related protein 4
LRP5	4041	LRP5	Low density lipoprotein receptor-related protein 5
LRP5L	91355	LRP5L	Low density lipoprotein receptor-related protein 5-like
LRP6	4040	LRP6	Low density lipoprotein receptor-related protein 6
LRP8	7804	LRP8	"Low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
LRPAP1	4043	LRPAP1	Low density lipoprotein receptor-related protein associated protein 1
LRPPRC	10128	LRPPRC	Leucine-rich pentatricopeptide repeat containing
LRR1	122769	LRR1	Leucine rich repeat protein 1
LRRC1	55227	LRRC1	Leucine rich repeat containing 1
LRRC10	376132	LRRC10	Leucine rich repeat containing 10
LRRC10B	390205	LRRC10B	Leucine rich repeat containing 10B
LRRC14	9684	LRRC14	Leucine rich repeat containing 14
LRRC14B	389257	LRRC14B	Leucine rich repeat containing 14B
LRRC15	131578	LRRC15	Leucine rich repeat containing 15
LRRC16A	55604	LRRC16A	Leucine rich repeat containing 16A
LRRC16B	90668	LRRC16B	Leucine rich repeat containing 16B
LRRC17	10234	LRRC17	Leucine rich repeat containing 17
LRRC18	474354	LRRC18	Leucine rich repeat containing 18
LRRC19	64922	LRRC19	Leucine rich repeat containing 19
LRRC2	79442	LRRC2	Leucine rich repeat containing 2
LRRC20	55222	LRRC20	Leucine rich repeat containing 20
LRRC23	10233	LRRC23	Leucine rich repeat containing 23
LRRC24	441381	LRRC24	Leucine rich repeat containing 24
LRRC25	126364	LRRC25	Leucine rich repeat containing 25
LRRC26	389816	LRRC26	Leucine rich repeat containing 26
LRRC27	80313	LRRC27	Leucine rich repeat containing 27
LRRC28	123355	LRRC28	Leucine rich repeat containing 28
LRRC29	26231	LRRC29	Leucine rich repeat containing 29
LRRC3	81543	LRRC3	Leucine rich repeat containing 3
LRRC30	339291	LRRC30	Leucine rich repeat containing 30
LRRC31	79782	LRRC31	Leucine rich repeat containing 31
LRRC32	2615	LRRC32	Leucine rich repeat containing 32
LRRC33	375387	LRRC33	Leucine rich repeat containing 33
LRRC34	151827	LRRC34	Leucine rich repeat containing 34
LRRC36	55282	LRRC36	Leucine rich repeat containing 36
LRRC37A	9884	LRRC37A	Leucine rich repeat containing 37A
LRRC37A2	474170	LRRC37A2	"Leucine rich repeat containing 37, member A2"
LRRC37A3	374819	LRRC37A3	"Leucine rich repeat containing 37, member A3"
LRRC37A4	55073	LRRC37A4	"Leucine rich repeat containing 37, member A4, pseudogene"
LRRC37B	114659	LRRC37B	Leucine rich repeat containing 37B
LRRC37BP1	147172	LRRC37BP1	Leucine rich repeat containing 37B pseudogene 1
LRRC38	126755	LRRC38	Leucine rich repeat containing 38
LRRC39	127495	LRRC39	Leucine rich repeat containing 39
LRRC3B	116135	LRRC3B	Leucine rich repeat containing 3B
LRRC3C	100505591	LRRC3C	Leucine rich repeat containing 3C
LRRC4	64101	LRRC4	Leucine rich repeat containing 4
LRRC40	55631	LRRC40	Leucine rich repeat containing 40
LRRC41	10489	LRRC41	Leucine rich repeat containing 41
LRRC42	115353	LRRC42	Leucine rich repeat containing 42
LRRC43	254050	LRRC43	Leucine rich repeat containing 43
LRRC45	201255	LRRC45	Leucine rich repeat containing 45
LRRC46	90506	LRRC46	Leucine rich repeat containing 46
LRRC47	57470	LRRC47	Leucine rich repeat containing 47
LRRC48	83450	LRRC48	Leucine rich repeat containing 48
LRRC49	54839	LRRC49	Leucine rich repeat containing 49
LRRC4B	94030	LRRC4B	Leucine rich repeat containing 4B
LRRC4C	57689	LRRC4C	Leucine rich repeat containing 4C
LRRC52	440699	LRRC52	Leucine rich repeat containing 52
LRRC55	219527	LRRC55	Leucine rich repeat containing 55
LRRC56	115399	LRRC56	Leucine rich repeat containing 56
LRRC57	255252	LRRC57	Leucine rich repeat containing 57
LRRC58	116064	LRRC58	Leucine rich repeat containing 58
LRRC59	55379	LRRC59	Leucine rich repeat containing 59
LRRC6	23639	LRRC6	Leucine rich repeat containing 6
LRRC61	65999	LRRC61	Leucine rich repeat containing 61
LRRC66	339977	LRRC66	Leucine rich repeat containing 66
LRRC69	100130742	LRRC69	Leucine rich repeat containing 69
LRRC7	57554	LRRC7	Leucine rich repeat containing 7
LRRC70	100130733	LRRC70	Leucine rich repeat containing 70
LRRC71	149499	LRRC71	Leucine rich repeat containing 71
LRRC72	100506049	LRRC72	Leucine rich repeat containing 72
LRRC73	221424	LRRC73	Leucine rich repeat containing 73
LRRC8A	56262	LRRC8A	"Leucine rich repeat containing 8 family, member A"
LRRC8B	23507	LRRC8B	"Leucine rich repeat containing 8 family, member B"
LRRC8C	84230	LRRC8C	"Leucine rich repeat containing 8 family, member C"
LRRC8D	55144	LRRC8D	"Leucine rich repeat containing 8 family, member D"
LRRC8E	80131	LRRC8E	"Leucine rich repeat containing 8 family, member E"
LRRCC1	85444	LRRCC1	Leucine rich repeat and coiled-coil centrosomal protein 1
LRRD1	401387	LRRD1	Leucine-rich repeats and death domain containing 1
LRRFIP1	9208	LRRFIP1	Leucine rich repeat (in FLII) interacting protein 1
LRRFIP2	9209	LRRFIP2	Leucine rich repeat (in FLII) interacting protein 2
LRRIQ1	84125	LRRIQ1	Leucine-rich repeats and IQ motif containing 1
LRRIQ3	127255	LRRIQ3	Leucine-rich repeats and IQ motif containing 3
LRRIQ4	344657	LRRIQ4	Leucine-rich repeats and IQ motif containing 4
LRRK1	79705	LRRK1	Leucine-rich repeat kinase 1
LRRK2	120892	LRRK2	Leucine-rich repeat kinase 2
LRRN1	57633	LRRN1	Leucine rich repeat neuronal 1
LRRN2	10446	LRRN2	Leucine rich repeat neuronal 2
LRRN3	54674	LRRN3	Leucine rich repeat neuronal 3
LRRN4	164312	LRRN4	Leucine rich repeat neuronal 4
LRRN4CL	221091	LRRN4CL	LRRN4 C-terminal like
LRRTM1	347730	LRRTM1	Leucine rich repeat transmembrane neuronal 1
LRRTM2	26045	LRRTM2	leucine rich repeat transmembrane neuronal 2
LRRTM3	347731	LRRTM3	Leucine rich repeat transmembrane neuronal 3
LRRTM4	80059	LRRTM4	Leucine rich repeat transmembrane neuronal 4
LRSAM1	90678	LRSAM1	Leucine rich repeat and sterile alpha motif containing 1
LRTM1	57408	LRTM1	Leucine-rich repeats and transmembrane domains 1
LRTM2	654429	LRTM2	Leucine-rich repeats and transmembrane domains 2
LRTOMT	220074	LRTOMT	Leucine rich transmembrane and 0-methyltransferase domain containing
LRWD1	222229	LRWD1	Leucine-rich repeats and WD repeat domain containing 1
LSAMP	4045	LSAMP	Limbic system-associated membrane protein
LSAMP-AS3	285194	LSAMP-AS3	LSAMP antisense RNA 3
LSG1	55341	LSG1	Large subunit GTPase 1 homolog (S. cerevisiae)
LSM1	27257	LSM1	"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM10	84967	LSM10	"LSM10, U7 small nuclear RNA associated"
LSM11	134353	LSM11	"LSM11, U7 small nuclear RNA associated"
LSM12	124801	LSM12	LSM12 homolog (S. cerevisiae)
LSM14A	26065	LSM14A	"LSM14A, SCD6 homolog A (S. cerevisiae)"
LSM14B	149986	LSM14B	"LSM14B, SCD6 homolog B (S. cerevisiae)"
LSM2	57819	LSM2	"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM3	27258	LSM3	"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM4	25804	LSM4	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM5	23658	LSM5	"LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM6	11157	LSM6	"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSM7	51690	LSM7	"LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
LSMD1	84316	LSMD1	LSM domain containing 1
LSP1	4046	LSP1	Lymphocyte-specific protein 1
LSR	51599	LSR	Lipolysis stimulated lipoprotein receptor
LSS	4047	LSS	"Lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
LST1	7940	LST1	Leukocyte specific transcript 1
LTA	4049	LTA	"Lymphotoxin alpha (TNF superfamily, member 1)"
LTA4H	4048	LTA4H	Leukotriene A4 hydrolase
LTB	4050	LTB	"Lymphotoxin beta (TNF superfamily, member 3)"
LTB4R	1241	LTB4R	Leukotriene B4 receptor
LTB4R2	56413	LTB4R2	Leukotriene B4 receptor 2
LTBP1	4052	LTBP1	Latent transforming growth factor beta binding protein 1
LTBP2	4053	LTBP2	Latent transforming growth factor beta binding protein 2
LTBP3	4054	LTBP3	Latent transforming growth factor beta binding protein 3
LTBP4	8425	LTBP4	Latent transforming growth factor beta binding protein 4
LTBR	4055	LTBR	"Lymphotoxin beta receptor (TNFR superfamily, member 3)"
LTC4S	4056	LTC4S	Leukotriene C4 synthase
LTF	4057	LTF	Lactotransferrin
LTK	4058	LTK	Leukocyte receptor tyrosine kinase
LTN1	26046	LTN1	Listerin E3 ubiquitin protein ligase 1
LTV1	84946	LTV1	LTV1 homolog (S. cerevisiae)
LUC7L	55692	LUC7L	LUC7-like (S. cerevisiae)
LUC7L2	51631	LUC7L2	LUC7-like 2 (S. cerevisiae)
LUC7L3	51747	LUC7L3	LUC7-like 3 (S. cerevisiae)
LUM	4060	LUM	Lumican
LURAP1	541468	LURAP1	Leucine rich adaptor protein 1
LURAP1L	286343	LURAP1L	Leucine rich adaptor protein 1-like
LUST	100775107	LUST	RBM5 antisense RNA 1
LUZP1	7798	LUZP1	Leucine zipper protein 1
LUZP2	338645	LUZP2	Leucine zipper protein 2
LUZP4	51213	LUZP4	Leucine zipper protein 4
LUZP6	767558	LUZP6	leucine zipper protein 6
LXN	56925	LXN	Latexin
LY6D	8581	LY6D	"Lymphocyte antigen 6 complex, locus D"
LY6E	4061	LY6E	"Lymphocyte antigen 6 complex, locus E"
LY6G5B	58496	LY6G5B	"Lymphocyte antigen 6 complex, locus G5B"
LY6G5C	80741	LY6G5C	"Lymphocyte antigen 6 complex, locus G5C"
LY6G6C	80740	LY6G6C	"Lymphocyte antigen 6 complex, locus G6C"
LY6G6D	58530	LY6G6D	"Lymphocyte antigen 6 complex, locus G6D"
LY6G6E	79136	LY6G6E	"Lymphocyte antigen 6 complex, locus G6E (pseudogene)"
LY6G6F	259215	LY6G6F	"Lymphocyte antigen 6 complex, locus G6F"
LY6H	4062	LY6H	"Lymphocyte antigen 6 complex, locus H"
LY6K	54742	LY6K	"Lymphocyte antigen 6 complex, locus K"
LY75	4065	LY75	Lymphocyte antigen 75
LY75-CD302	100526664	LY75-CD302	LY75-CD302 readthrough
LY86	9450	LY86	Lymphocyte antigen 86
LY86-AS1	285780	LY86-AS1	LY86 antisense RNA 1
LY9	4063	LY9	Lymphocyte antigen 9
